"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6","No.7","No.8"
"2025-07-10 16:31:44","45848.6887037037","","","","","650.339","-126.43","1.10444","2.50938"
"2025-07-10 16:31:46","45848.6887268519","30.0","48.5","47.3","47.6","","","",""
"2025-07-10 16:31:49","45848.6887615741","","","","","650.579","-127.69","1.10470","2.50954"
"2025-07-10 16:31:51","45848.6887847222","30.1","48.4","47.0","47.6","","","",""
"2025-07-10 16:31:54","45848.6888194444","","","","","650.820","-129.39","1.10522","2.50964"
"2025-07-10 16:31:56","45848.6888425926","30.1","48.3","46.5","47.6","","","",""
"2025-07-10 16:31:59","45848.6888773148","","","","","651.060","-128.32","1.10536","2.50958"
"2025-07-10 16:32:01","45848.6889004630","30.0","48.3","46.1","47.6","","","",""
"2025-07-10 16:32:04","45848.6889351852","","","","","650.820","-128.94","1.10587","2.50956"
"2025-07-10 16:32:06","45848.6889583333","30.1","47.9","45.9","47.3","","","",""
"2025-07-10 16:32:09","45848.6889930556","","","","","649.858","-128.59","1.10588","2.50948"
"2025-07-10 16:32:11","45848.6890162037","30.0","47.4","45.6","46.9","","","",""
"2025-07-10 16:32:14","45848.6890509259","","","","","406.942","-127.96","1.10599","2.50973"
"2025-07-10 16:32:16","45848.6890740741","30.0","47.0","45.6","46.5","","","",""
"2025-07-10 16:32:19","45848.6891087963","","","","","648.655","-127.33","1.10575","2.50982"
"2025-07-10 16:32:21","45848.6891319444","30.0","46.8","45.6","46.4","","","",""
"2025-07-10 16:32:24","45848.6891666667","","","","","651.060","-126.88","1.10544","2.50946"
"2025-07-10 16:32:26","45848.6891898148","30.0","46.7","45.5","46.4","","","",""
"2025-07-10 16:32:29","45848.6892245370","","","","","528.400","-126.97","1.10564","2.50947"
"2025-07-10 16:32:31","45848.6892476852","30.1","46.6","45.5","46.5","","","",""
"2025-07-10 16:32:34","45848.6892824074","","","","","649.377","-126.79","1.10543","2.50935"
"2025-07-10 16:32:36","45848.6893055556","30.1","46.5","45.4","46.6","","","",""
"2025-07-10 16:32:39","45848.6893402778","","","","","649.377","-128.94","1.10602","2.50940"
"2025-07-10 16:32:41","45848.6893634259","30.1","46.4","45.2","46.6","","","",""
"2025-07-10 16:32:44","45848.6893981481","","","","","648.415","-126.07","1.10591","2.50969"
"2025-07-10 16:32:46","45848.6894212963","30.0","46.2","45.1","46.7","","","",""
"2025-07-10 16:32:49","45848.6894560185","","","","","648.655","-126.07","1.10538","2.50947"
"2025-07-10 16:32:51","45848.6894791667","29.9","45.9","44.8","46.5","","","",""
"2025-07-10 16:32:54","45848.6895138889","","","","","308.814","-126.61","1.10542","2.50953"
"2025-07-10 16:32:56","45848.6895370370","29.9","45.9","44.8","46.2","","","",""
"2025-07-10 16:32:59","45848.6895717593","","","","","396.120","-126.34","1.10528","2.50953"
"2025-07-10 16:33:01","45848.6895949074","30.0","45.9","44.8","46.1","","","",""
"2025-07-10 16:33:04","45848.6896296296","","","","","448.070","-126.79","1.10564","2.50957"
"2025-07-10 16:33:06","45848.6896527778","29.9","45.9","44.8","46.0","","","",""
"2025-07-10 16:33:09","45848.6896875000","","","","","661.162","-126.97","1.10541","2.50955"
"2025-07-10 16:33:11","45848.6897106481","29.9","45.7","44.7","45.8","","","",""
"2025-07-10 16:33:14","45848.6897453704","","","","","652.503","-126.25","1.10542","2.50916"
"2025-07-10 16:33:16","45848.6897685185","30.0","45.6","44.6","45.7","","","",""
"2025-07-10 16:33:19","45848.6898032407","","","","","501.944","-127.42","1.10526","2.50943"
"2025-07-10 16:33:21","45848.6898263889","30.0","45.6","44.6","45.7","","","",""
"2025-07-10 16:33:24","45848.6898611111","","","","","407.423","-126.43","1.10547","2.50926"
"2025-07-10 16:33:26","45848.6898842593","30.0","45.5","44.6","45.6","","","",""
"2025-07-10 16:33:29","45848.6899189815","","","","","505.071","-127.15","1.10527","2.50949"
"2025-07-10 16:33:31","45848.6899421296","30.0","45.4","44.5","45.5","","","",""
"2025-07-10 16:33:34","45848.6899768518","","","","","544.514","-127.06","1.10535","2.50928"
"2025-07-10 16:33:36","45848.6900000000","30.0","45.4","44.5","45.5","","","",""
"2025-07-10 16:33:39","45848.6900347222","","","","","619.072","-127.24","1.10572","2.50950"
"2025-07-10 16:33:41","45848.6900578704","30.0","45.4","44.4","45.4","","","",""
"2025-07-10 16:33:44","45848.6900925926","","","","","591.895","-126.07","1.10522","2.50960"
"2025-07-10 16:33:46","45848.6901157407","30.0","45.2","44.3","45.3","","","",""
"2025-07-10 16:33:49","45848.6901504630","","","","","470.437","-127.42","1.10524","2.50946"
"2025-07-10 16:33:51","45848.6901736111","30.0","45.2","44.3","45.2","","","",""
"2025-07-10 16:33:54","45848.6902083333","","","","","546.919","-129.30","1.10572","2.50920"
"2025-07-10 16:33:56","45848.6902314815","29.9","45.0","44.1","45.0","","","",""
"2025-07-10 16:33:59","45848.6902662037","","","","","488.956","-130.29","1.10638","2.50957"
"2025-07-10 16:34:01","45848.6902893518","29.9","44.8","43.9","44.6","","","",""
"2025-07-10 16:34:04","45848.6903240741","","","","","660.681","-127.96","1.10628","2.50941"
"2025-07-10 16:34:06","45848.6903472222","29.8","44.5","43.6","44.3","","","",""
"2025-07-10 16:34:09","45848.6903819444","","","","","662.364","-127.69","1.10590","2.50952"
"2025-07-10 16:34:11","45848.6904050926","29.9","44.3","43.4","44.0","","","",""
"2025-07-10 16:34:14","45848.6904398148","","","","","661.643","-128.32","1.10620","2.50952"
"2025-07-10 16:34:16","45848.6904629630","29.9","44.3","43.4","44.0","","","",""
"2025-07-10 16:34:19","45848.6904976852","","","","","659.718","-127.78","1.10635","2.50955"
"2025-07-10 16:34:21","45848.6905208333","29.8","44.1","43.3","43.9","","","",""
"2025-07-10 16:34:24","45848.6905555556","","","","","658.997","-126.61","1.10609","2.50934"
"2025-07-10 16:34:26","45848.6905787037","29.8","44.0","43.2","43.8","","","",""
"2025-07-10 16:34:29","45848.6906134259","","","","","656.832","-127.96","1.10591","2.50951"
"2025-07-10 16:34:31","45848.6906365741","29.9","44.0","43.2","43.8","","","",""
"2025-07-10 16:34:34","45848.6906712963","","","","","657.313","-127.69","1.10610","2.50952"
"2025-07-10 16:34:36","45848.6906944444","29.9","44.1","43.3","43.8","","","",""
"2025-07-10 16:34:39","45848.6907291667","","","","","657.313","-129.03","1.10619","2.50945"
"2025-07-10 16:34:41","45848.6907523148","29.8","43.9","43.1","43.6","","","",""
"2025-07-10 16:34:44","45848.6907870370","","","","","657.313","-129.57","1.10661","2.50947"
"2025-07-10 16:34:46","45848.6908101852","29.8","43.8","43.1","43.5","","","",""
"2025-07-10 16:34:49","45848.6908449074","","","","","656.111","-129.93","1.10657","2.50952"
"2025-07-10 16:34:51","45848.6908680556","29.8","43.6","42.9","43.3","","","",""
"2025-07-10 16:34:54","45848.6909027778","","","","","655.630","-129.03","1.10714","2.50957"
"2025-07-10 16:34:56","45848.6909259259","29.8","43.5","42.8","43.2","","","",""
"2025-07-10 16:34:59","45848.6909606481","","","","","654.187","-127.87","1.10688","2.50953"
"2025-07-10 16:35:01","45848.6909837963","29.9","43.4","42.7","43.0","","","",""
"2025-07-10 16:35:04","45848.6910185185","","","","","652.744","-127.24","1.10667","2.50919"
"2025-07-10 16:35:06","45848.6910416667","29.9","43.3","42.6","43.0","","","",""
"2025-07-10 16:35:09","45848.6910763889","","","","","655.389","-127.42","1.10658","2.50940"
"2025-07-10 16:35:11","45848.6910995370","29.9","43.3","42.6","43.0","","","",""
"2025-07-10 16:35:14","45848.6911342593","","","","","655.389","-128.68","1.10676","2.50943"
"2025-07-10 16:35:16","45848.6911574074","29.9","43.2","42.6","43.0","","","",""
"2025-07-10 16:35:19","45848.6911921296","","","","","656.111","-127.87","1.10675","2.50947"
"2025-07-10 16:35:21","45848.6912152778","29.9","43.2","42.6","43.0","","","",""
"2025-07-10 16:35:24","45848.6912500000","","","","","653.465","-124.36","1.10714","2.50942"
"2025-07-10 16:35:26","45848.6912731481","29.9","43.2","42.6","43.0","","","",""
"2025-07-10 16:35:29","45848.6913078704","","","","","651.782","-106.93","1.10734","2.50946"
"2025-07-10 16:35:31","45848.6913310185","29.8","43.2","42.6","43.0","","","",""
"2025-07-10 16:35:34","45848.6913657407","","","","","651.782","-110.61","1.10747","2.50931"
"2025-07-10 16:35:36","45848.6913888889","29.8","43.1","42.7","43.1","","","",""
"2025-07-10 16:35:39","45848.6914236111","","","","","633.984","-115.20","1.10768","2.50948"
"2025-07-10 16:35:41","45848.6914467593","29.7","43.0","42.6","43.2","","","",""
"2025-07-10 16:35:44","45848.6914814815","","","","","654.187","-124.18","1.10749","2.50945"
"2025-07-10 16:35:46","45848.6915046296","29.7","43.1","42.3","43.2","","","",""
"2025-07-10 16:35:49","45848.6915393519","","","","","664.048","-125.71","1.10742","2.50928"
"2025-07-10 16:35:51","45848.6915625000","29.8","43.2","42.2","43.0","","","",""
"2025-07-10 16:35:54","45848.6915972222","","","","","416.563","-124.63","1.10778","2.50940"
"2025-07-10 16:35:56","45848.6916203704","29.8","43.3","42.4","42.6","","","",""
"2025-07-10 16:35:59","45848.6916550926","","","","","661.883","-124.09","1.10758","2.50937"
"2025-07-10 16:36:01","45848.6916782407","29.8","43.4","42.6","42.3","","","",""
"2025-07-10 16:36:04","45848.6917129630","","","","","535.615","-123.28","1.10758","2.50958"
"2025-07-10 16:36:06","45848.6917361111","29.8","43.4","42.7","42.1","","","",""
"2025-07-10 16:36:09","45848.6917708333","","","","","519.261","-123.55","1.10711","2.50947"
"2025-07-10 16:36:11","45848.6917939815","29.8","43.4","42.9","42.2","","","",""
"2025-07-10 16:36:14","45848.6918287037","","","","","651.060","-124.63","1.10696","2.50946"
"2025-07-10 16:36:16","45848.6918518519","29.8","43.4","43.0","42.4","","","",""
"2025-07-10 16:36:19","45848.6918865741","","","","","638.554","-129.93","1.10750","2.50926"
"2025-07-10 16:36:21","45848.6919097222","29.8","43.5","43.2","42.6","","","",""
"2025-07-10 16:36:24","45848.6919444444","","","","","639.035","-129.66","1.10817","2.50981"
"2025-07-10 16:36:26","45848.6919675926","29.8","43.6","43.3","42.8","","","",""
"2025-07-10 16:36:29","45848.6920023148","","","","","638.794","-129.30","1.10846","2.50967"
"2025-07-10 16:36:31","45848.6920254630","29.8","43.7","43.4","43.0","","","",""
"2025-07-10 16:36:34","45848.6920601852","","","","","638.794","-128.85","1.10841","2.50947"
"2025-07-10 16:36:36","45848.6920833333","29.8","43.8","43.5","43.1","","","",""
"2025-07-10 16:36:39","45848.6921180556","","","","","638.313","-129.30","1.10846","2.50962"
"2025-07-10 16:36:41","45848.6921412037","29.8","43.8","43.6","43.3","","","",""
"2025-07-10 16:36:44","45848.6921759259","","","","","638.554","-130.20","1.10884","2.50941"
"2025-07-10 16:36:46","45848.6921990741","29.8","43.9","43.7","43.4","","","",""
"2025-07-10 16:36:49","45848.6922337963","","","","","639.275","-131.28","1.10939","2.50961"
"2025-07-10 16:36:51","45848.6922569444","29.8","44.0","43.8","43.5","","","",""
"2025-07-10 16:36:54","45848.6922916667","","","","","638.313","-131.01","1.10999","2.50939"
"2025-07-10 16:36:56","45848.6923148148","29.7","44.1","43.9","43.6","","","",""
"2025-07-10 16:36:59","45848.6923495370","","","","","637.592","-129.57","1.11027","2.50944"
"2025-07-10 16:37:01","45848.6923726852","29.7","44.2","44.0","43.7","","","",""
"2025-07-10 16:37:04","45848.6924074074","","","","","637.351","-128.94","1.10991","2.50932"
"2025-07-10 16:37:06","45848.6924305556","29.7","44.2","44.1","43.8","","","",""
"2025-07-10 16:37:09","45848.6924652778","","","","","636.870","-130.29","1.11023","2.50902"
"2025-07-10 16:37:11","45848.6924884259","29.7","44.3","44.2","43.9","","","",""
"2025-07-10 16:37:14","45848.6925231482","","","","","637.351","-130.74","1.11069","2.50926"
"2025-07-10 16:37:16","45848.6925462963","29.7","44.3","44.3","44.0","","","",""
"2025-07-10 16:37:19","45848.6925810185","","","","","637.111","-128.85","1.11087","2.50966"
"2025-07-10 16:37:21","45848.6926041667","29.7","44.4","44.4","44.1","","","",""
"2025-07-10 16:37:24","45848.6926388889","","","","","636.630","-128.68","1.11076","2.50942"
"2025-07-10 16:37:26","45848.6926620370","29.7","44.5","44.4","44.2","","","",""
"2025-07-10 16:37:29","45848.6926967593","","","","","636.630","-128.05","1.11061","2.50933"
"2025-07-10 16:37:31","45848.6927199074","29.7","44.5","44.5","44.3","","","",""
"2025-07-10 16:37:34","45848.6927546296","","","","","636.149","-130.29","1.11063","2.50917"
"2025-07-10 16:37:36","45848.6927777778","29.7","44.6","44.6","44.3","","","",""
"2025-07-10 16:37:39","45848.6928125000","","","","","639.756","-129.93","1.11151","2.50921"
"2025-07-10 16:37:41","45848.6928356482","29.6","44.7","44.7","44.4","","","",""
"2025-07-10 16:37:44","45848.6928703704","","","","","636.389","-129.12","1.11145","2.50928"
"2025-07-10 16:37:46","45848.6928935185","29.6","44.7","44.7","44.5","","","",""
"2025-07-10 16:37:49","45848.6929282407","","","","","636.149","-129.84","1.11170","2.50947"
"2025-07-10 16:37:51","45848.6929513889","29.6","44.8","44.8","44.6","","","",""
"2025-07-10 16:37:54","45848.6929861111","","","","","635.908","-128.50","1.11184","2.50984"
"2025-07-10 16:37:56","45848.6930092593","29.6","44.8","44.9","44.7","","","",""
"2025-07-10 16:37:59","45848.6930439815","","","","","636.149","-129.12","1.11168","2.50945"
"2025-07-10 16:38:01","45848.6930671296","29.6","44.9","45.0","44.8","","","",""
"2025-07-10 16:38:04","45848.6931018519","","","","","635.908","-127.42","1.11181","2.50928"
"2025-07-10 16:38:06","45848.6931250000","29.6","44.9","45.0","44.8","","","",""
"2025-07-10 16:38:09","45848.6931597222","","","","","635.667","-126.70","1.11136","2.50953"
"2025-07-10 16:38:11","45848.6931828704","29.6","45.0","45.1","44.9","","","",""
"2025-07-10 16:38:14","45848.6932175926","","","","","635.908","-127.60","1.11153","2.50941"
"2025-07-10 16:38:16","45848.6932407407","29.6","45.0","45.2","45.0","","","",""
"2025-07-10 16:38:19","45848.6932754630","","","","","636.149","-129.30","1.11186","2.50941"
"2025-07-10 16:38:21","45848.6932986111","29.6","45.1","45.2","45.1","","","",""
"2025-07-10 16:38:24","45848.6933333333","","","","","635.908","-127.96","1.11237","2.50947"
"2025-07-10 16:38:26","45848.6933564815","29.6","45.1","45.3","45.1","","","",""
"2025-07-10 16:38:29","45848.6933912037","","","","","635.667","-127.60","1.11205","2.50938"
"2025-07-10 16:38:31","45848.6934143519","29.6","45.1","45.3","45.2","","","",""
"2025-07-10 16:38:34","45848.6934490741","","","","","635.908","-129.48","1.11225","2.50940"
"2025-07-10 16:38:36","45848.6934722222","29.6","45.2","45.4","45.3","","","",""
"2025-07-10 16:38:39","45848.6935069444","","","","","635.667","-130.20","1.11319","2.50945"
"2025-07-10 16:38:41","45848.6935300926","29.5","45.2","45.4","45.4","","","",""
"2025-07-10 16:38:44","45848.6935648148","","","","","635.186","-129.48","1.11330","2.50929"
"2025-07-10 16:38:46","45848.6935879630","29.6","45.3","45.5","45.4","","","",""
"2025-07-10 16:38:49","45848.6936226852","","","","","634.705","-129.21","1.11357","2.50954"
"2025-07-10 16:38:51","45848.6936458333","29.6","45.3","45.5","45.5","","","",""
"2025-07-10 16:38:54","45848.6936805556","","","","","633.984","-130.83","1.11387","2.50945"
"2025-07-10 16:38:56","45848.6937037037","29.6","45.3","45.6","45.5","","","",""
"2025-07-10 16:38:59","45848.6937384259","","","","","633.503","-130.65","1.11463","2.50916"
"2025-07-10 16:39:01","45848.6937615741","29.5","45.3","45.6","45.6","","","",""
"2025-07-10 16:39:04","45848.6937962963","","","","","633.262","-128.94","1.11447","2.50937"
"2025-07-10 16:39:06","45848.6938194444","29.5","45.4","45.7","45.6","","","",""
"2025-07-10 16:39:09","45848.6938541667","","","","","633.262","-128.32","1.11416","2.50932"
"2025-07-10 16:39:11","45848.6938773148","29.5","45.4","45.7","45.7","","","",""
"2025-07-10 16:39:14","45848.6939120370","","","","","632.300","-128.23","1.11430","2.50940"
"2025-07-10 16:39:16","45848.6939351852","29.5","45.4","45.7","45.7","","","",""
"2025-07-10 16:39:19","45848.6939699074","","","","","632.541","-128.14","1.11447","2.50919"
"2025-07-10 16:39:21","45848.6939930556","29.5","45.4","45.8","45.8","","","",""
"2025-07-10 16:39:24","45848.6940277778","","","","","632.541","-128.05","1.11479","2.50929"
"2025-07-10 16:39:26","45848.6940509259","29.5","45.5","45.8","45.8","","","",""
"2025-07-10 16:39:29","45848.6940856481","","","","","632.300","-127.06","1.11438","2.50948"
"2025-07-10 16:39:31","45848.6941087963","29.5","45.5","45.8","45.8","","","",""
"2025-07-10 16:39:34","45848.6941435185","","","","","632.300","-126.61","1.11423","2.50938"
"2025-07-10 16:39:36","45848.6941666667","29.5","45.5","45.9","45.9","","","",""
"2025-07-10 16:39:39","45848.6942013889","","","","","632.781","-128.76","1.11476","2.50945"
"2025-07-10 16:39:41","45848.6942245370","29.6","45.5","45.9","45.9","","","",""
"2025-07-10 16:39:44","45848.6942592593","","","","","632.060","-126.97","1.11490","2.50930"
"2025-07-10 16:39:46","45848.6942824074","29.5","45.5","45.9","45.9","","","",""
"2025-07-10 16:39:49","45848.6943171296","","","","","632.060","-127.96","1.11494","2.50927"
"2025-07-10 16:39:51","45848.6943402778","29.6","45.6","46.0","46.0","","","",""
"2025-07-10 16:39:54","45848.6943750000","","","","","632.060","-127.69","1.11520","2.50937"
"2025-07-10 16:39:56","45848.6943981481","29.6","45.6","46.0","46.1","","","",""
"2025-07-10 16:39:59","45848.6944328704","","","","","630.617","-127.96","1.11533","2.50939"
"2025-07-10 16:40:01","45848.6944560185","29.6","45.6","46.0","46.1","","","",""
"2025-07-10 16:40:04","45848.6944907407","","","","","631.338","-128.94","1.11596","2.50932"
"2025-07-10 16:40:06","45848.6945138889","29.5","45.6","46.0","46.1","","","",""
"2025-07-10 16:40:09","45848.6945486111","","","","","630.617","-126.25","1.11589","2.50932"
"2025-07-10 16:40:11","45848.6945717593","29.5","45.6","46.1","46.2","","","",""
"2025-07-10 16:40:14","45848.6946064815","","","","","629.895","-125.44","1.11518","2.50948"
"2025-07-10 16:40:16","45848.6946296296","29.5","45.6","46.1","46.2","","","",""
"2025-07-10 16:40:19","45848.6946643519","","","","","629.895","-126.16","1.11496","2.50931"
"2025-07-10 16:40:21","45848.6946875000","29.6","45.7","46.1","46.2","","","",""
"2025-07-10 16:40:24","45848.6947222222","","","","","630.136","-128.68","1.11552","2.50946"
"2025-07-10 16:40:26","45848.6947453704","29.6","45.7","46.2","46.3","","","",""
"2025-07-10 16:40:29","45848.6947800926","","","","","630.617","-127.42","1.11580","2.50933"
"2025-07-10 16:40:31","45848.6948032407","29.6","45.7","46.2","46.3","","","",""
"2025-07-10 16:40:34","45848.6948379630","","","","","630.136","-127.69","1.11590","2.50944"
"2025-07-10 16:40:36","45848.6948611111","29.6","45.7","46.2","46.3","","","",""
"2025-07-10 16:40:39","45848.6948958333","","","","","630.136","-126.34","1.11601","2.50937"
"2025-07-10 16:40:41","45848.6949189815","29.6","45.7","46.2","46.4","","","",""
"2025-07-10 16:40:44","45848.6949537037","","","","","630.136","-127.15","1.11593","2.50943"
"2025-07-10 16:40:46","45848.6949768519","29.6","45.7","46.3","46.4","","","",""
"2025-07-10 16:40:49","45848.6950115741","","","","","629.174","-126.61","1.11608","2.50937"
"2025-07-10 16:40:51","45848.6950347222","29.6","45.7","46.3","46.4","","","",""
"2025-07-10 16:40:54","45848.6950694444","","","","","628.933","-126.07","1.11601","2.50943"
"2025-07-10 16:40:56","45848.6950925926","29.6","45.8","46.3","46.5","","","",""
"2025-07-10 16:40:59","45848.6951273148","","","","","628.693","-126.34","1.11606","2.50935"
"2025-07-10 16:41:01","45848.6951504630","29.6","45.8","46.3","46.5","","","",""
"2025-07-10 16:41:04","45848.6951851852","","","","","627.971","-125.53","1.11583","2.50933"
"2025-07-10 16:41:06","45848.6952083333","29.6","45.8","46.3","46.5","","","",""
"2025-07-10 16:41:09","45848.6952430556","","","","","627.731","-125.26","1.11571","2.50936"
"2025-07-10 16:41:11","45848.6952662037","29.6","45.8","46.4","46.6","","","",""
"2025-07-10 16:41:14","45848.6953009259","","","","","627.731","-125.80","1.11574","2.50933"
"2025-07-10 16:41:16","45848.6953240741","29.7","45.8","46.4","46.6","","","",""
"2025-07-10 16:41:19","45848.6953587963","","","","","627.971","-125.98","1.11599","2.50942"
"2025-07-10 16:41:21","45848.6953819444","29.7","45.8","46.4","46.6","","","",""
"2025-07-10 16:41:24","45848.6954166667","","","","","627.250","-126.52","1.11618","2.50952"
"2025-07-10 16:41:26","45848.6954398148","29.6","45.8","46.4","46.7","","","",""
"2025-07-10 16:41:29","45848.6954745370","","","","","627.490","-127.33","1.11648","2.50942"
"2025-07-10 16:41:31","45848.6954976852","29.6","45.9","46.4","46.7","","","",""
"2025-07-10 16:41:34","45848.6955324074","","","","","627.250","-125.89","1.11650","2.50944"
"2025-07-10 16:41:36","45848.6955555556","29.6","45.9","46.4","46.7","","","",""
"2025-07-10 16:41:39","45848.6955902778","","","","","626.769","-125.53","1.11643","2.50938"
"2025-07-10 16:41:41","45848.6956134259","29.7","45.9","46.5","46.7","","","",""
"2025-07-10 16:41:44","45848.6956481481","","","","","626.047","-125.08","1.11611","2.50967"
"2025-07-10 16:41:46","45848.6956712963","29.7","45.9","46.5","46.8","","","",""
"2025-07-10 16:41:49","45848.6957060185","","","","","626.769","-125.89","1.11610","2.50965"
"2025-07-10 16:41:51","45848.6957291667","29.7","45.9","46.5","46.8","","","",""
"2025-07-10 16:41:54","45848.6957638889","","","","","626.769","-127.78","1.11667","2.50946"
"2025-07-10 16:41:56","45848.6957870370","29.7","45.9","46.5","46.8","","","",""
"2025-07-10 16:41:59","45848.6958217593","","","","","625.807","-126.52","1.11697","2.50942"
"2025-07-10 16:42:01","45848.6958449074","29.8","45.9","46.5","46.8","","","",""
"2025-07-10 16:42:04","45848.6958796296","","","","","626.528","-127.33","1.11708","2.50948"
"2025-07-10 16:42:06","45848.6959027778","29.8","45.9","46.5","46.8","","","",""
"2025-07-10 16:42:09","45848.6959375000","","","","","626.528","-126.25","1.11711","2.50951"
"2025-07-10 16:42:11","45848.6959606481","29.8","45.9","46.5","46.9","","","",""
"2025-07-10 16:42:14","45848.6959953704","","","","","626.047","-125.08","1.11678","2.50943"
"2025-07-10 16:42:16","45848.6960185185","29.8","45.9","46.6","46.9","","","",""
"2025-07-10 16:42:19","45848.6960532407","","","","","626.288","-127.06","1.11705","2.50947"
"2025-07-10 16:42:21","45848.6960763889","29.8","45.9","46.5","46.9","","","",""
"2025-07-10 16:42:24","45848.6961111111","","","","","625.566","-126.43","1.11709","2.50949"
"2025-07-10 16:42:26","45848.6961342593","29.8","45.9","46.6","46.9","","","",""
"2025-07-10 16:42:29","45848.6961689815","","","","","626.528","-126.52","1.11734","2.50953"
"2025-07-10 16:42:31","45848.6961921296","29.8","45.9","46.6","46.9","","","",""
"2025-07-10 16:42:34","45848.6962268519","","","","","624.845","-125.98","1.11732","2.50936"
"2025-07-10 16:42:36","45848.6962500000","29.7","45.9","46.6","46.9","","","",""
"2025-07-10 16:42:39","45848.6962847222","","","","","625.326","-126.61","1.11727","2.50945"
"2025-07-10 16:42:41","45848.6963078704","29.8","45.9","46.6","46.9","","","",""
"2025-07-10 16:42:44","45848.6963425926","","","","","624.604","-127.15","1.11760","2.50954"
"2025-07-10 16:42:46","45848.6963657407","29.7","45.9","46.6","46.9","","","",""
"2025-07-10 16:42:49","45848.6964004630","","","","","624.364","-126.07","1.11774","2.50955"
"2025-07-10 16:42:51","45848.6964236111","29.7","45.9","46.6","46.9","","","",""
"2025-07-10 16:42:54","45848.6964583333","","","","","623.401","-125.71","1.11741","2.50953"
"2025-07-10 16:42:56","45848.6964814815","29.7","45.9","46.6","47.0","","","",""
"2025-07-10 16:42:59","45848.6965162037","","","","","624.123","-128.32","1.11794","2.50942"
"2025-07-10 16:43:01","45848.6965393519","29.7","45.9","46.6","47.0","","","",""
"2025-07-10 16:43:04","45848.6965740741","","","","","623.401","-127.06","1.11837","2.50956"
"2025-07-10 16:43:06","45848.6965972222","29.8","45.9","46.6","47.0","","","",""
"2025-07-10 16:43:09","45848.6966319444","","","","","623.401","-128.50","1.11868","2.50951"
"2025-07-10 16:43:11","45848.6966550926","29.8","45.9","46.6","47.0","","","",""
"2025-07-10 16:43:14","45848.6966898148","","","","","622.920","-126.97","1.11904","2.50944"
"2025-07-10 16:43:16","45848.6967129630","29.8","45.9","46.6","47.0","","","",""
"2025-07-10 16:43:19","45848.6967476852","","","","","622.680","-126.88","1.11882","2.50950"
"2025-07-10 16:43:21","45848.6967708333","29.8","45.9","46.6","47.0","","","",""
"2025-07-10 16:43:24","45848.6968055556","","","","","623.161","-127.69","1.11920","2.50924"
"2025-07-10 16:43:26","45848.6968287037","29.7","45.9","46.6","46.9","","","",""
"2025-07-10 16:43:29","45848.6968634259","","","","","622.439","-127.42","1.11936","2.50939"
"2025-07-10 16:43:31","45848.6968865741","29.7","45.9","46.6","47.0","","","",""
"2025-07-10 16:43:34","45848.6969212963","","","","","621.477","-126.70","1.11944","2.50929"
"2025-07-10 16:43:36","45848.6969444444","29.7","45.9","46.6","47.0","","","",""
"2025-07-10 16:43:39","45848.6969791667","","","","","621.718","-125.98","1.11936","2.50940"
"2025-07-10 16:43:41","45848.6970023148","29.7","45.9","46.6","46.9","","","",""
